"x","m","gender","type","size","bachelor","language"
33,56,1,"3",500,0.26,-0.13
30,56,0,"3",500,0.26,-0.13
33,56,0,"3",500,0.26,-0.13
35,56,0,"3",500,0.26,-0.13
34,56,1,"3",500,0.26,-0.13
32,56,1,"3",500,0.26,-0.13
35,56,1,"3",500,0.26,-0.13
35,56,1,"3",500,0.26,-0.13
35,56,1,"3",500,0.26,-0.13
28,56,0,"3",500,0.26,-0.13
33,56,1,"3",500,0.26,-0.13
32,56,1,"3",500,0.26,-0.13
33,56,0,"3",500,0.26,-0.13
29,56,1,"3",500,0.26,-0.13
32,56,1,"3",500,0.26,-0.13
30,56,1,"3",500,0.26,-0.13
35,56,0,"3",500,0.26,-0.13
25,56,0,"3",400,-0.27,-0.73
38,56,1,"3",400,-0.27,-0.73
30,56,0,"3",400,-0.27,-0.73
40,56,1,"3",400,-0.27,-0.73
26,56,0,"3",400,-0.27,-0.73
41,56,0,"3",400,-0.27,-0.73
33,56,1,"3",400,-0.27,-0.73
40,56,1,"3",400,-0.27,-0.73
27,56,0,"3",400,-0.27,-0.73
33,56,1,"3",400,-0.27,-0.73
35,56,0,"3",400,-0.27,-0.73
34,56,1,"3",400,-0.27,-0.73
31,56,0,"3",400,-0.27,-0.73
37,56,0,"3",400,-0.27,-0.73
36,56,0,"3",400,-0.27,-0.73
42,56,0,"3",400,-0.27,-0.73
27,56,1,"3",400,-0.27,-0.73
26,56,1,"3",400,-0.27,-0.73
32,56,1,"3",400,-0.27,-0.73
33,56,0,"3",400,-0.27,-0.73
33,56,1,"3",400,-0.27,-0.73
29,56,1,"3",400,-0.27,-0.73
36,56,0,"3",400,-0.27,-0.73
33,56,0,"3",400,-0.27,-0.73
32,56,0,"3",400,-0.27,-0.73
29,56,1,"3",400,-0.27,-0.73
32,56,0,"3",400,-0.27,-0.73
34,56,1,"3",400,-0.27,-0.73
28,56,0,"3",400,-0.27,-0.73
31,56,1,"3",400,-0.27,-0.73
30,56,0,"3",400,-0.27,-0.73
33,56,1,"3",400,-0.27,-0.73
26,56,1,"3",400,-0.27,-0.73
32,56,0,"3",400,-0.27,-0.73
30,56,0,"3",400,-0.27,-0.73
37,56,0,"3",400,-0.27,-0.73
28,56,0,"3",400,-0.27,-0.73
38,56,1,"3",400,-0.27,-0.73
34,56,0,"3",400,-0.27,-0.73
38,56,0,"3",400,-0.27,-0.73
24,56,0,"3",400,-0.27,-0.73
32,56,0,"3",400,-0.27,-0.73
33,56,1,"3",400,-0.27,-0.73
33,56,0,"3",400,-0.27,-0.73
23,56,0,"3",400,-0.27,-0.73
29,56,0,"3",400,-0.27,-0.73
30,56,1,"3",400,-0.27,-0.73
33,56,0,"3",500,-0.66,-0.86
27,56,0,"3",500,-0.66,-0.86
32,56,1,"3",500,-0.66,-0.86
32,56,0,"3",500,-0.66,-0.86
35,56,0,"3",500,-0.66,-0.86
32,56,1,"3",500,-0.66,-0.86
31,56,1,"3",500,-0.66,-0.86
35,56,0,"3",500,-0.66,-0.86
39,56,0,"3",500,-0.66,-0.86
34,56,1,"3",500,-0.66,-0.86
38,56,1,"3",500,-0.66,-0.86
38,56,1,"3",500,-0.66,-0.86
36,56,1,"3",500,-0.66,-0.86
36,56,1,"3",500,-0.66,-0.86
35,56,1,"3",500,-0.66,-0.86
38,56,1,"3",500,-0.66,-0.86
34,56,0,"3",500,-0.66,-0.86
22,56,0,"3",500,-0.66,-0.86
36,56,0,"3",500,-0.66,-0.86
27,56,1,"3",500,-0.66,-0.86
33,56,1,"3",500,-0.66,-0.86
30,56,0,"3",500,-0.66,-0.86
35,56,0,"3",500,-0.66,-0.86
34,56,0,"3",500,-0.66,-0.86
39,56,0,"3",500,-0.66,-0.86
30,56,1,"3",800,-0.7,-0.92
36,56,1,"3",800,-0.7,-0.92
29,56,1,"3",800,-0.7,-0.92
37,56,1,"3",800,-0.7,-0.92
29,56,1,"3",800,-0.7,-0.92
37,56,0,"3",800,-0.7,-0.92
38,56,0,"3",800,-0.7,-0.92
39,56,0,"3",800,-0.7,-0.92
30,56,1,"3",800,-0.7,-0.92
38,56,0,"3",800,-0.7,-0.92
34,56,1,"3",800,-0.7,-0.92
35,56,0,"3",800,-0.7,-0.92
33,56,1,"3",800,-0.7,-0.92
35,56,1,"3",800,-0.7,-0.92
34,56,0,"3",800,-0.7,-0.92
37,56,0,"3",800,-0.7,-0.92
33,56,0,"3",800,-0.7,-0.92
33,56,0,"3",800,-0.7,-0.92
36,56,0,"3",800,-0.7,-0.92
38,56,0,"3",800,-0.7,-0.92
31,56,0,"3",800,-0.7,-0.92
31,56,0,"3",800,-0.7,-0.92
38,56,1,"3",800,-0.7,-0.92
44,56,1,"3",800,-0.7,-0.92
31,56,1,"3",800,-0.7,-0.92
36,56,1,"3",800,-0.7,-0.92
38,56,1,"3",800,-0.7,-0.92
37,56,0,"3",800,-0.7,-0.92
36,56,0,"3",800,-0.7,-0.92
38,56,1,"3",800,-0.7,-0.92
37,56,1,"3",800,-0.7,-0.92
39,56,0,"3",800,-0.7,-0.92
28,56,0,"3",800,-0.7,-0.92
31,56,0,"3",800,-0.7,-0.92
33,56,1,"3",800,-0.7,-0.92
38,56,0,"3",800,-0.7,-0.92
34,56,0,"3",800,-0.7,-0.92
39,56,0,"3",800,-0.7,-0.92
32,56,0,"3",800,-0.7,-0.92
40,56,1,"3",800,-0.7,-0.92
25,56,1,"3",800,-0.7,-0.92
30,56,1,"3",800,-0.7,-0.92
32,56,0,"3",800,-0.7,-0.92
30,56,1,"3",800,-0.7,-0.92
34,56,1,"3",800,-0.7,-0.92
33,56,0,"3",800,-0.7,-0.92
34,56,0,"3",800,-0.7,-0.92
